,quotes,length
13508,"Since then the Notion is present only in its negative form, positive extension remains without a Notion; it has the form of nature, of an existent, both in the physical and in the moral sphere. 
 - HoP 3",203.0
13512,"It is required that man should live in conformity with nature; but this nature does not reach further than general expressions and descriptions, such as the state of nature we find depicted by Rousseau. 
 - HoP 3",212.0
13514,"This external origin they confound with the Becoming and Notion of the matter in point. 
 - HoP 3",97.0
13515,"If one were to ask vaguely what is the origin and genesis of water, and the answer were to be given that it comes from the mountains or from rain, this would be a reply in the spirit of the above philosophy. 
 - HoP 3",217.0
13516,"In short, it is only the negative aspect that is interesting, and as for this positive French philosophy, it is out of the question. 
 - HoP 3",142.0
13517,"But even the negative side of it belongs properly to culture mainly, with which we have here nothing to do, and the AufklÃ¤rung likewise belongs to the same. 
 - HoP 3",167.0
13522,"Contrasting with this barren content there is the other and fertile side. 
 - HoP 3",83.0
13523,"The positive is in its turn constituted by so-called immediately enlightening truths of the healthy human understanding, which contains nothing except this truth and the claim to find itself, and beyond this form does not pass. 
 - HoP 3",237.0
13525,"It is this then that we shall have to make evident in the positive side of French philosophy. 
 - HoP 3",103.0
13529,"Among the Germans we find mere chatter; they would have liked to offer explanations also, but all they have to give is in the form of miserable phenomena and individualism. 
 - HoP 3",182.0
13532,"The French warred against the speculative Notion with the spirit, the Germans did so with the understanding. 
 - HoP 3",118.0
13534,"The method employed is that of development from perception, from the heart; it is a comprehensive view of the entire matter, which keeps the whole ever in sight, and seeks to uphold and attain to it. 
 - HoP 3",209.0
13536,"On the one hand the form of authority in general was challenged, and on the other hand its matter. 
 - HoP 3",108.0
13538,"The understanding has thus tried the content of religion by its standard, and has condemned it; the understanding proceeds in the same way against a concrete philosophy. 
 - HoP 3",179.0
13539,"What of religion has in many theologies been very commonly left remaining is what is termed theism, faith in general; this is the same content which is found also in Mohammedanism. 
 - HoP 3",190.0
13540,"But along with this attack upon religion on the part of the reasoning understanding there has been also a movement towards materialism, atheism and naturalism. 
 - HoP 3",169.0
13542,"But here it really is the case that this philosophy has developed into atheism, and has defined matter, nature, &c, as that which is to be taken as the ultimate, the active, and the efficient. 
 - HoP 3",202.0
13543,"Some Frenchmen, Rousseau for instance, are not, however, to be included with the rest; one of this authors works, The Confession of Faith of a Vicar, 304 contains the very same theism which is found in German theologians. 
 - HoP 3",231.0
13544,"Thus French metaphysics finds a parallel not only in Spinoza  but also in the German metaphysics of Wolff. 
 - HoP 3",116.0
13545,"Other Frenchmen have confessedly gone over to naturalism; among them is specially to be mentioned Mirabaud, to whom the SystÃ¨me de la Nature is attributed. 
 - HoP 3",166.0
13548,"What we call religion is firm faith, conviction that there is a God; if this is faith in the doctrines of Christianity, it is more or less abstracted from. 
 - HoP 3",165.0
13549,"But in this attack against religion we have to think of something quite different from the above; in what we find here, the positive of religion is the negative of reason. 
 - HoP 3",181.0
13551,"We perceive into what a frightful condition of formalism and deadness positive religion had sunk, as had the bonds of society as well, the means employed for the administration of justice, the power of the state. 
 - HoP 3",222.0
13555,"Those who enforced these views were therefore agents of destruction against that alone which was in itself already destroyed. 
 - HoP 3",135.0
13556,"We place it to our credit when we reproach the French for their attacks upon religion and on the state. 
 - HoP 3",113.0
13557,"We must represent to ourselves the horrible state of society, the misery and degradation in France, in order to appreciate the services that these writers rendered. 
 - HoP 3",174.0
13558,"Hypocrisy and cant, imbecility of mind and the tyranny which sees itself robbed of its prey, may say that attacks were made on religion, on the state, and on manners. 
 - HoP 3",176.0
13561,"The shamelessness, the dishonesty were past belief; and morals were simply in keeping with the corruptness of the institutions. 
 - HoP 3",137.0
13562,"We see the law defied by individuals in respect to civil and political life; we see it likewise set at nought in respect to conscience and thought. 
 - HoP 3",157.0
13565,"The philosophers of whom we are speaking were able to give only a general idea of what ought to be done; they could not indicate the mode in which the reforms were to be carried out. 
 - HoP 3",192.0
13566,"It was the Governments business to make arrangements and carry out reforms in concrete shape; but it did not perceive this. 
 - HoP 3",133.0
13568,"To treat barbarians as laymen is quite as it should be-barbarians are nothing but laymen; but to treat thinking men as laymen is very hard. 
 - HoP 3",149.0
13570,"There thus manifests itself in them the fanaticism of abstract thought. 
 - HoP 3",81.0
13572,"In Germany, Frederick II. 
 - HoP 3",35.0
13574,"Nothing else was at that time required in his nation; one cannot ask that he should have reformed and revolutionized it, since not a single person yet demanded representative government and the publicity of courts of justice. 
 - HoP 3",235.0
13576,"He showed what was the object and purpose of the state, and at the same time cast down all privileges, the private rights which pertained to Germans, and arbitrary statute laws. 
 - HoP 3",187.0
13577,"It is foolish when cant and German pseudo-patriotism pounce down upon him now, and try to disparage the greatness of a man whose influence was so enormous, and would even detract from his fame by a charge of vanity and wickedness. 
 - HoP 3",240.0
13578,"What German patriotism aims at should be reasonable. 
 - HoP 3",62.0
13579,"The affirmative content of this philosophy certainly does not satisfy the requirements of profundity. 
 - HoP 3",111.0
13581,"The positive source of knowledge and of justice is placed in human reason and the common consciousness of mankind, in the healthy human reason, and not in the form of the Notion. 
 - HoP 3",188.0
13583,"But in order to find the nature of spirit, to discover what this determination is, a return was made to perception, observation, experience, to the existence of certain impulses. 
 - HoP 3",188.0
